id_l,name_l,id_r,name_r
http://www.wikidata.org/entity/Q2901783,Auburn/Lewiston Municipal Airport,node1fm19d41rx71749078,Auburn/Lewiston Municipal Airport
http://www.wikidata.org/entity/Q2901817,Ji-Paraná Airport,node1fm28u98ix5171311,Ji-Parana
http://www.wikidata.org/entity/Q2901827,Bacacheri Airport,node1fm9vh3f7x643257,Bacacheri Airport
http://www.wikidata.org/entity/Q2901831,Bahías de Huatulco International Airport,node1fltlnusqx103759385,Bahias de Huatulco International Airport (HUX)
http://www.wikidata.org/entity/Q2901831,Bahías de Huatulco International Airport,node1fm0j503fx41393820,Bahías de Huatulco International Airport
http://www.wikidata.org/entity/Q2901837,Arso Airport,node1fm501hdmx19901428,Arso Airport
http://www.wikidata.org/entity/Q2901853,Arthur's Town Airport,node1fm5043eux17747937,Arthur's Town Airport
http://www.wikidata.org/entity/Q2901871,Bafoussam Airport,node1fm0o43vlx34110234,Bafoussem Airport
http://www.wikidata.org/entity/Q2901892,Augusta Regional Airport,node1fm28u28dx67828788,Augusta Regional Airport
http://www.wikidata.org/entity/Q2901892,Augusta Regional Airport,node1fm5jsdhpx25116551,Augusta Regional Airport
http://www.wikidata.org/entity/Q2901892,Augusta Regional Airport,node1fm7c5p8ux102713627,Augusta Regional Airport
http://www.wikidata.org/entity/Q2901892,Augusta Regional Airport,node1fm7c5tn5x100452415,Augusta Regional Airport
http://www.wikidata.org/entity/Q2901892,Augusta Regional Airport,node1fm7rl4a4x21445487,Augusta Regional Airport
http://www.wikidata.org/entity/Q2901892,Augusta Regional Airport,node1fm7rl5oux2528191,Augusta Regional Airport
http://www.wikidata.org/entity/Q2901946,Atqasuk Edward Burnell Sr. Memorial Airport,node1fm19db4jx67777714,Atqasuk Edward Burnell Sr. Memorial Airport
http://www.wikidata.org/entity/Q2901946,Atqasuk Edward Burnell Sr. Memorial Airport,node1fm19ddrnx84371513,Atqasuk Edward Burnell Sr. Memorial Airport
http://www.wikidata.org/entity/Q2901946,Atqasuk Edward Burnell Sr. Memorial Airport,node1fm28u5utx2508494,Atqasuk Edward Burnell Sr. Memorial Airport
http://www.wikidata.org/entity/Q2901946,Atqasuk Edward Burnell Sr. Memorial Airport,node1fm7c5nbnx105221962,Atqasuk Edward Burnell Sr. Memorial Airport
http://www.wikidata.org/entity/Q2902013,Okadama Airport,node1fm9vh5fax11579352,Okadama Airport
http://www.wikidata.org/entity/Q2902032,Auki Gwaunaru'u Airport,node1fm19d76lx650510,Gwaunaru'u Airport
http://www.wikidata.org/entity/Q2902032,Auki Gwaunaru'u Airport,node1fm19d982x832573,Gwaunaru'u Airport
http://www.wikidata.org/entity/Q2902032,Auki Gwaunaru'u Airport,node1fm28skmpx43699481,Gwaunaru'u Airport
http://www.wikidata.org/entity/Q2902133,Aurukun Airport,node1fm0j4rs5x22169537,Aurukun Airport
http://www.wikidata.org/entity/Q2902141,Balalae Airport,node1fm28u8glx41869283,Ballalae Airport
http://www.wikidata.org/entity/Q2902151,Ashburton Aerodrome,node1fltlo2stx32503798,Ashburton Airport
http://www.wikidata.org/entity/Q2902151,Ashburton Aerodrome,node1fm9vhd2ux2712694,Ashburton Airport
http://www.wikidata.org/entity/Q2902159,Astor Piazzolla International Airport,node1fltlo7a0x101630974,Mar Del Plata International Airport
http://www.wikidata.org/entity/Q2902212,Oban Airport,node1fm28u1a4x26282237,Oban Airport
http://www.wikidata.org/entity/Q2902231,Arnold Palmer Regional Airport,node1fltootkjx78503298,Arnold Palmer Rgnl
http://www.wikidata.org/entity/Q2902231,Arnold Palmer Regional Airport,node1fm28srlfx64658115,Arnold Palmer Regional Airport
http://www.wikidata.org/entity/Q2902252,Attawapiskat Airport,node1fltp0a2tx37351710,Attawapiskat Airport
http://www.wikidata.org/entity/Q2902253,Jefferson City Memorial Airport,node1fm28tbaqx37775749,Jefferson City Memorial Airport
http://www.wikidata.org/entity/Q2902273,Arthur N. Neu Airport,node1fm28ttkgx53857491,Arthur N. Neu Airport
http://www.wikidata.org/entity/Q2902409,Ohio State University Airport,node1fltlo0igx94481091,Ohio State University Airport
http://www.wikidata.org/entity/Q2902435,Jacksonville Executive at Craig Airport,node1fltop76nx74459803,Jacksonville Executive at Craig
http://www.wikidata.org/entity/Q2902452,Jaffrey Airport – Silver Ranch Airpark,node1fltopcu1x121802296,Jaffrey Airport - Silver Ranch Airport
http://www.wikidata.org/entity/Q2902472,Oceanside Municipal Airport,node1flvnj9btx43602366,Maxwell Meml
http://www.wikidata.org/entity/Q2902476,Atlantic Municipal Airport,node1flut4pl1x28307048,Atlantic Municipal Airport
http://www.wikidata.org/entity/Q2902476,Atlantic Municipal Airport,node1flvbopq2x7431242,Atlantic Municipal Airport
http://www.wikidata.org/entity/Q2902476,Atlantic Municipal Airport,node1fm28tv0lx67588606,Atlantic Municipal Airport
http://www.wikidata.org/entity/Q2902476,Atlantic Municipal Airport,node1fm28u8glx4588690,Atlantic Municipal Airport
http://www.wikidata.org/entity/Q2902486,Okeechobee County Airport,node1fm28siovx21324367,Okeechobee County Airport
http://www.wikidata.org/entity/Q2902562,Ogden-Hinckley Airport,node1fltopdr0x104711914,Ogden-Hinckley Airport
http://www.wikidata.org/entity/Q2902568,Jonesboro Municipal Airport,node1fm28u6ltx36688385,Jonesboro Municipal Airport
http://www.wikidata.org/entity/Q2902604,Jiagedaqi Airport,node1flvnjjc0x105553555,Jiagedaqi
http://www.wikidata.org/entity/Q2902627,J. F. Mitchell Airport,node1flvnjdc5x21180496,J.F. Mitchell Airport
http://www.wikidata.org/entity/Q2902655,Avaré-Arandu Airport,node1fm28tpv7x11042108,Avaré-Arandu Airport
http://www.wikidata.org/entity/Q2902663,Joaçaba Airport,node1fm28tpkdx8016782,Santa Terezinha Airport
http://www.wikidata.org/entity/Q2902692,Jodhpur Airport,node1fltlo3rux6095914,Jodhpur Airport
http://www.wikidata.org/entity/Q2902713,Baie-Comeau Airport,node1fltop289x102581504,Baie-Comeau Airport
http://www.wikidata.org/entity/Q2902722,Jorge Isaacs Airport,node1fm28u98ix18355876,Jorge Isaac Airport
http://www.wikidata.org/entity/Q2902840,Auburn Municipal Airport,node1fltibng1x42748573,Auburn Municipal Airport
http://www.wikidata.org/entity/Q2902840,Auburn Municipal Airport,node1fltlor58x31731663,Auburn Municipal Airport
http://www.wikidata.org/entity/Q2902840,Auburn Municipal Airport,node1fltop289x26938244,Auburn Municipal Airport
http://www.wikidata.org/entity/Q2902840,Auburn Municipal Airport,node1fm7rkvf2x7620913,Auburn Municipal Airport
http://www.wikidata.org/entity/Q2902958,Ivujivik Airport,node1fltopdr0x37757874,Ivujivik Airport
http://www.wikidata.org/entity/Q2902979,Atikokan Municipal Airport,node1flvnj5bux25585343,Atikokan Municipal Airport
http://www.wikidata.org/entity/Q2903032,Arviat Airport,node1fltootkjx38063302,Arviat Airport
http://www.wikidata.org/entity/Q2903080,Ati Airport,node1fm7rl5oux53223656,Ati Airport
http://www.wikidata.org/entity/Q2903150,Asau Airport,node1fm28u81fx48073328,Asau Airport
http://www.wikidata.org/entity/Q2903185,Okha Airport,node1fltop290x83985089,Okha Airport
http://www.wikidata.org/entity/Q2903358,Atkinson Municipal Airport,node1fltop76nx89504537,Atkinson Municipal Airport
http://www.wikidata.org/entity/Q2903358,Atkinson Municipal Airport,node1fm28siovx36942438,Atkinson Municipal Airport
http://www.wikidata.org/entity/Q2903358,Atkinson Municipal Airport,node1fm28u0h2x36596123,Atkinson Municipal Airport
http://www.wikidata.org/entity/Q2903358,Atkinson Municipal Airport,node1fm5jsne5x10795855,Atkinson Municipal Airport
http://www.wikidata.org/entity/Q2903358,Atkinson Municipal Airport,node1fm7c5noox81542197,Atkinson Municipal Airport
http://www.wikidata.org/entity/Q2903403,Ofu Airport,node1fm28u1a4x16265727,Ofu Village Airport
http://www.wikidata.org/entity/Q2903428,Jamestown Regional Airport,node1fm28sk9jx58878432,Jamestown
http://www.wikidata.org/entity/Q2903428,Jamestown Regional Airport,node1fm28u9vsx10913800,Jamestown Regional Airport
http://www.wikidata.org/entity/Q2917010,Yotvata Airfield,node1fltopkn7x96758710,Yotvata Airfield
http://www.wikidata.org/entity/Q2920278,Kiryat Shmona Airport,node1fltoot3bx107312771,Qiryat Shemona Airport
http://www.wikidata.org/entity/Q2949671,Altoona–Blair County Airport,node1fm7rlbh5x48175085,Altoona-Blair County Airport
http://www.wikidata.org/entity/Q2977538,Kankan Airport,node1fm28u7u7x5788325,Kankan Airport
http://www.wikidata.org/entity/Q2983967,Hotan Airport,node1fltoorcnx38548928,Hotan Airport
http://www.wikidata.org/entity/Q2983995,Kuqa Qiuci Airport,node1fltlpihhx47527401,Kuqa Airport
http://www.wikidata.org/entity/Q2984444,Khovd Airport,node1fm5013snx107316440,Khovd Airport
http://www.wikidata.org/entity/Q2985188,Parachinar Airport,node1fltopg4ox80178226,Parachinar Airport
http://www.wikidata.org/entity/Q2985800,Gilgit Airport,node1fm00fapjx77896244,Gilgit
http://www.wikidata.org/entity/Q2992490,Kursk Vostochny Airport,node1fltlo0igx112139402,Kursk East Airport
http://www.wikidata.org/entity/Q3014972,Iowa City Municipal Airport,node1fm19daigx20009699,Iowa City Mun
http://www.wikidata.org/entity/Q3015001,Indianapolis Metropolitan Airport,node1fltloln5x5807491,Indianapolis Metropolitan Airport
http://www.wikidata.org/entity/Q3015050,Indianapolis Regional Airport,node1fm28uhcjx56321795,Indianapolis Regl
http://www.wikidata.org/entity/Q3015267,Island Lake Airport,node1fltlohmax113274468,Island Lake Airport
http://www.wikidata.org/entity/Q3015267,Island Lake Airport,node1fm28u554x56359684,Island Lake
http://www.wikidata.org/entity/Q3015312,Inhambane Airport,node1flvnjeg5x10141471,Inhambane
http://www.wikidata.org/entity/Q3015471,Nuiqsut Airport,node1fm50127jx58521270,Nuiqsut Airport
http://www.wikidata.org/entity/Q3015765,Nouna Airport,node1fm28u1a4x64558463,Nouna Airport
http://www.wikidata.org/entity/Q3015988,Neil Armstrong Airport,node1fm19d10vx77289518,Neil Armstrong Airport
http://www.wikidata.org/entity/Q3015988,Neil Armstrong Airport,node1fm19d982x50079741,Neil Armstrong Airport
http://www.wikidata.org/entity/Q3015988,Neil Armstrong Airport,node1fm19dcv3x83265208,Neil Armstrong Airport
http://www.wikidata.org/entity/Q3015988,Neil Armstrong Airport,node1fm19e3jjx47366281,Neil Armstrong Airport
http://www.wikidata.org/entity/Q3015988,Neil Armstrong Airport,node1fm28shk1x43917106,Neil Armstrong Airport
http://www.wikidata.org/entity/Q3015988,Neil Armstrong Airport,node1fm28turbx38878078,Neil Armstrong Airport
http://www.wikidata.org/entity/Q3016272,Naval Air Station Lemoore,node1fltlo4kkx11097060,NAS Lemoore (Reeves Field)
http://www.wikidata.org/entity/Q3016367,Naval Air Station Joint Reserve Base Fort Worth,node1fm7rktv5x53208331,NAS JRB Fort Worth (Carswell Field)
http://www.wikidata.org/entity/Q3016367,Naval Air Station Joint Reserve Base Fort Worth,node1fm7rkvp2x72660429,NAS JRB Fort Worth (Carswell Field)
http://www.wikidata.org/entity/Q3016543,Inuvik (Mike Zubko) Airport,node1flticrg4x53025719,Inuvik (Mike Zubko) Airport
http://www.wikidata.org/entity/Q3016552,Inukjuak Airport,node1fltop290x94325646,Inukjuak Airport
http://www.wikidata.org/entity/Q3016636,Nemiscau Airport,node1fltloeg3x5835731,Nemiscau Airport
http://www.wikidata.org/entity/Q3016766,Ioannina National Airport,node1fm5jsjstx26048472,"Ioannina National Airport ""King Pyrros"""
http://www.wikidata.org/entity/Q3016766,Ioannina National Airport,node1fm7c60jnx48854283,Ioannina
http://www.wikidata.org/entity/Q3016787,Inagua Airport,node1fltoonpmx115754323,Inagua
http://www.wikidata.org/entity/Q3017125,Naval Air Station Joint Reserve Base New Orleans,node1fltlnujix96792869,NAS JRB New Orleans (Alvin Callender Field)
http://www.wikidata.org/entity/Q30542,Kufra Airport,node1fm28u4chx62780128,Kufra Airport
http://www.wikidata.org/entity/Q30542,Kufra Airport,node1fm3211omx565911,Kufra Airport
http://www.wikidata.org/entity/Q30542,Kufra Airport,node1fm5jsotox43649235,Kufra Airport
http://www.wikidata.org/entity/Q30542,Kufra Airport,node1fm5jsrrux19429680,Kufra Airport
http://www.wikidata.org/entity/Q3080337,Boende Airport,node1fltlo0igx11235262,Boende Airport
http://www.wikidata.org/entity/Q3084258,Illinois Valley Regional Airport,node1fltlogftx89434510,Illinois Valley Regional Airport (Walter A. Duncan Field)
http://www.wikidata.org/entity/Q3084732,Hutchinson Municipal Airport,node1fltlpihhx47527396,Hutchinson Municipal Airport (Butler Field)
http://www.wikidata.org/entity/Q3085001,Hwange National Park Airport,node1fltop76nx42914098,Hwange National Park Airport
http://www.wikidata.org/entity/Q3085060,Huron Regional Airport,node1fm7c5gkjx122979248,Huron Regional Airport
http://www.wikidata.org/entity/Q3085442,Idaho Falls Regional Airport,node1flvnjchkx20241412,Idaho Falls Regional
http://www.wikidata.org/entity/Q3085923,Igloolik Airport,node1fm00f9oix38946864,Igloolik
http://www.wikidata.org/entity/Q3085923,Igloolik Airport,node1fm28ume9x20963410,Igloolik Airport
http://www.wikidata.org/entity/Q3086468,Ikaria Island National Airport,node1fltlo7a0x5761472,Ikaria Airport
http://www.wikidata.org/entity/Q3087136,Hyderabad Airport,node1fm28u5pcx34976096,Hyderabad Airport
http://www.wikidata.org/entity/Q313587,Dortmund Airport,node1fltibrgax14132858,Dortmund Airport
http://www.wikidata.org/entity/Q313587,Dortmund Airport,node1fltootccx37236220,Dortmund Airport (Flughafen Dortmund)
http://www.wikidata.org/entity/Q313587,Dortmund Airport,node1fm0j50a6x8458936,Dortmund Airport
http://www.wikidata.org/entity/Q31569,Multan International Airport,node1fltlnsqsx89038834,Multan International Airport
http://www.wikidata.org/entity/Q31580,Faisalabad International Airport,node1fltlo0o4x32384579,Faisalabad International Airport
http://www.wikidata.org/entity/Q31580,Faisalabad International Airport,node1fltlo6hqx32271058,Faisalabad International Airport
http://www.wikidata.org/entity/Q31580,Faisalabad International Airport,node1fltloeg3x31891969,Faisalabad International Airport
http://www.wikidata.org/entity/Q31580,Faisalabad International Airport,node1fm28trcfx52227266,Faisalabad International Airport
http://www.wikidata.org/entity/Q31580,Faisalabad International Airport,node1fm7c62d7x106980273,Faisalabad International Airport
http://www.wikidata.org/entity/Q31581,Quetta International Airport,node1fltidtvrx11222883,Quetta International Airport
http://www.wikidata.org/entity/Q3178230,Hanzhong Chenggu Airport,node1fm19e3jjx76700091,Hanzhong Airport
http://www.wikidata.org/entity/Q3187886,Jubail Airport,node1fm28u2kix10973827,Jubail Airport
http://www.wikidata.org/entity/Q319654,LaGuardia Airport,node1flvnjj3gx67724117,LaGuardia Airport
http://www.wikidata.org/entity/Q319654,LaGuardia Airport,node1fm19d774x72469065,LaGuardia Airport
http://www.wikidata.org/entity/Q320266,Nörvenich Air Base,node1fm19e3jjx91796044,Norvenich Airport
http://www.wikidata.org/entity/Q3206656,South Texas Regional Airport at Hondo,node1fltlos1ux48443499,Hondo Municipal Airport
http://www.wikidata.org/entity/Q3206675,Huai'an Lianshui Airport,node1fm5013snx65371338,Huai'an Lianshui
http://www.wikidata.org/entity/Q3206675,Huai'an Lianshui Airport,node1fm5jsk89x53846103,Lianshui Airport
http://www.wikidata.org/entity/Q3206803,Houghton County Memorial Airport,node1flvnjl1fx10096507,Houghton County
http://www.wikidata.org/entity/Q3206823,Hot Springs Municipal Airport,node1fltibrmjx58545763,Hot Springs Municipal Airport
http://www.wikidata.org/entity/Q3206832,Homerville Airport,node1fm7rl5u6x58859554,Homerville Airport
http://www.wikidata.org/entity/Q3206848,Bunia Airport,node1fltlnsi4x11165484,Bunia Airport
http://www.wikidata.org/entity/Q3206872,Hooper Bay Airport,node1fltlor58x123061858,Hooper Bay
http://www.wikidata.org/entity/Q3206872,Hooper Bay Airport,node1fm5043eux110532034,Hooper Bay Airport
http://www.wikidata.org/entity/Q3206977,Horn Island Airport,node1fm5019vrx38245052,Horn Island Airport
http://www.wikidata.org/entity/Q3207011,Hopkinsville-Christian County Airport,node1fltlodlkx47918849,Hopkinsville-Christian County Airport
http://www.wikidata.org/entity/Q3207043,Holy Cross Airport,node1fltlo3rux52916739,Holy Cross Airport
http://www.wikidata.org/entity/Q3207123,Hoskins Airport,node1fltlp8eux16769636,Kimbe Airport
http://www.wikidata.org/entity/Q3207123,Hoskins Airport,node1fm500u3cx17958550,Hoskins
http://www.wikidata.org/entity/Q3207472,Hoonah Airport,node1fm28u50dx586334,Hoonah Airport
http://www.wikidata.org/entity/Q3207523,Hola Airport,node1fltootccx5973793,Hola Airport
http://www.wikidata.org/entity/Q3207571,Hugoton Municipal Airport,node1fltop7q2x42082564,Hugoton Municipal Airport
http://www.wikidata.org/entity/Q3207615,Houma-Terrebonne Airport,node1fm7rlb6ex22119851,Houma-Terrebonne Airport
http://www.wikidata.org/entity/Q3212151,Paros National Airport,node1fltop7vpx98713515,Paros National Airport
http://www.wikidata.org/entity/Q3212151,Paros National Airport,node1fm28u8nfx36692251,Paros Airport (PAS)
http://www.wikidata.org/entity/Q3212151,Paros National Airport,node1fm7rl13cx26891201,Paros National Airport
http://www.wikidata.org/entity/Q321224,Vancouver International Airport,node1fltop5l6x27624238,Vancouver
http://www.wikidata.org/entity/Q321224,Vancouver International Airport,node1fltophqkx89990215,Vancouver International Airport
http://www.wikidata.org/entity/Q321224,Vancouver International Airport,node1fm7rkvc8x14005711,Vancouver Airport (YVR)
http://www.wikidata.org/entity/Q32159,Singapore Changi Airport,node1fltlo9m7x5964677,Singapore Changi Airport
http://www.wikidata.org/entity/Q32159,Singapore Changi Airport,node1fltloh79x38546026,Singapore Changi Intl
http://www.wikidata.org/entity/Q32159,Singapore Changi Airport,node1fm28u51lx49503839,Singapore Changi Airport
http://www.wikidata.org/entity/Q32159,Singapore Changi Airport,node1fm5019vrx109313875,Changi
http://www.wikidata.org/entity/Q32159,Singapore Changi Airport,node1fm7rkvp2x71744068,Singapore Changi Airport
http://www.wikidata.org/entity/Q32190,Beijing Capital International Airport,node1fltopd4cx108933135,Beijing Capital International Airport
http://www.wikidata.org/entity/Q32190,Beijing Capital International Airport,node1fltopjm9x33293574,Beijing-Capital
http://www.wikidata.org/entity/Q32190,Beijing Capital International Airport,node1fltp0a2tx92932124,Beijing Capital International Airport
http://www.wikidata.org/entity/Q32190,Beijing Capital International Airport,node1flvnj0efx122891900,Beijing Capital International Airport
http://www.wikidata.org/entity/Q32190,Beijing Capital International Airport,node1fm19dcv3x16933304,Beijing Capital International Airport
http://www.wikidata.org/entity/Q32190,Beijing Capital International Airport,node1fm28si5fx38258737,Beijing Capital International Airport
http://www.wikidata.org/entity/Q32190,Beijing Capital International Airport,node1fm500u55x109519206,Beijing Capital Int. PEK
http://www.wikidata.org/entity/Q32190,Beijing Capital International Airport,node1fm7c5f7rx15829507,Beijing Capital International Airport
http://www.wikidata.org/entity/Q3234734,Lanzhou Zhongchuan International Airport,node1flvnj0f1x5225603,Lanzhou Zhongchuan
http://www.wikidata.org/entity/Q3234757,Xishuangbanna Gasa International Airport,node1fm19d774x115912415,Xishuangbanna Gasa Airport
http://www.wikidata.org/entity/Q3234757,Xishuangbanna Gasa International Airport,node1fm7rkqukx5275439,Xishuangbanna Gasa
http://www.wikidata.org/entity/Q3235708,Shaikh Zayed International Airport,node1fltlov25x49680310,Shaikh Zaid Airport
http://www.wikidata.org/entity/Q3238282,Hohhot Baita International Airport,node1fm28s7esx42064679,Baita International Airport
http://www.wikidata.org/entity/Q3242002,Tweed-New Haven Regional Airport,node1fm19dbqpx69940597,Tweed-New Haven Airport
http://www.wikidata.org/entity/Q3243613,Guiyang Longdongbao International Airport,node1fm28u5utx43887298,Guiyang Longdongbao Airport
http://www.wikidata.org/entity/Q3243622,Ningbo Lishe International Airport,node1fm501599x76075645,Ningbo Lishe International Airport
http://www.wikidata.org/entity/Q3246610,Eugene Airport,node1fm19d8lbx36459061,Mahlon Sweet Field
http://www.wikidata.org/entity/Q3250639,Cambridge City Airport,node1fm28shnrx51181623,Cambridge Airport
http://www.wikidata.org/entity/Q3267344,Ángel Albino Corzo International Airport,node1fm19d10vx3668247,Tuxtla Gutiérrez Airport (TGZ)
http://www.wikidata.org/entity/Q3267356,Fuyang Xiguan Airport,node1fltlop5nx5820194,Fuyang Airport
http://www.wikidata.org/entity/Q3267866,Labuan Airport,node1fm28u5utx21563910,Labuan Airport
http://www.wikidata.org/entity/Q3268379,Rafaï Airport,node1fm28tpv7x41574991,Rafaï Airport
http://www.wikidata.org/entity/Q3270757,Rand Airport,node1fltlo5qrx106055368,Rand Airport
http://www.wikidata.org/entity/Q3272015,Lifuka Island Airport,node1fm19d5v5x68343551,Lifuka Island Airport
http://www.wikidata.org/entity/Q3272073,Golmud Airport,node1flut4pl1x51815650,Golmud
http://www.wikidata.org/entity/Q3273365,Fukui Airport,node1fltlo5qrx101088562,Fukui Airport
http://www.wikidata.org/entity/Q3273378,Kerama Airport,node1fltlo0fdx53675385,Kerama Airport
http://www.wikidata.org/entity/Q3273819,Chippewa Valley Regional Airport,node1fm19db4jx85806177,Eau Claire
http://www.wikidata.org/entity/Q3273831,Glacier Park International Airport,node1fm19d76lx101472064,Glacier Park International Airport
http://www.wikidata.org/entity/Q3273948,Gardner Municipal Airport,node1fm28u6fmx53466285,Gardner Mun
http://www.wikidata.org/entity/Q3273953,Gainesville Regional Airport,node1fltlop5nx47542641,Gainesville Regl
http://www.wikidata.org/entity/Q3273975,Capital City Airport,node1fltibbuex11287985,Capital City Airport
http://www.wikidata.org/entity/Q3274011,Hillsboro Airport,node1fm28skmpx44211760,Portland-Hillsboro Airport
http://www.wikidata.org/entity/Q3274011,Hillsboro Airport,node1fmab0k1sx39621097,Portland-Hillsboro
http://www.wikidata.org/entity/Q3274018,Golfito Airport,node1flvnj0efx25839493,Golfito
http://www.wikidata.org/entity/Q3274034,Hobart Regional Airport,node1fltopbgmx5983421,Hobart Municipal Airport
http://www.wikidata.org/entity/Q3274107,Gimli Industrial Park Airport,node1fm19d7ddx104556726,Gimli Industrial Park Airport
http://www.wikidata.org/entity/Q3274234,Captain Germán Olano Moreno Air Base,node1fm19ddrnx55758864,German Olano Air Base
http://www.wikidata.org/entity/Q3274245,Chino Airport,node1fm19db4jx16941,Chino
http://www.wikidata.org/entity/Q3274245,Chino Airport,node1fm3210q2x2356182,Chino Airport
http://www.wikidata.org/entity/Q3274280,Gainesville Municipal Airport,node1fm7rl9ltx34094149,Gainesville Municipal Airport
http://www.wikidata.org/entity/Q3274307,Galesburg Municipal Airport,node1fltlnusqx57458657,Galesburg Mun
http://www.wikidata.org/entity/Q3274335,Hervey Bay Airport,node1fltooqjhx41588718,Hervey Bay Airport
http://www.wikidata.org/entity/Q3274335,Hervey Bay Airport,node1fm00f2fdx42280140,Hervey Bay
http://www.wikidata.org/entity/Q3274472,General Guadalupe Victoria International Airport,node1fltloh0ox74818122,General Guadalupe Victoria International Airport
http://www.wikidata.org/entity/Q3274472,General Guadalupe Victoria International Airport,node1fltlpihhx84530744,Guadalupe Victoria
http://www.wikidata.org/entity/Q3274567,Hillsboro Municipal Airport,node1fm0o48vnx14567786,Hillsboro Municipal Airport
http://www.wikidata.org/entity/Q3274578,General William J. Fox Airfield,node1fm5015scx577778,General William J. Fox Airfield
http://www.wikidata.org/entity/Q3274601,Hill City Municipal Airport,node1fltooqjhx41308116,Hill City Municipal Airport
http://www.wikidata.org/entity/Q3274607,Godman Army Airfield,node1fltlnujix47936214,Godman Army Airfield
http://www.wikidata.org/entity/Q3274636,Peoria International Airport,node1fm500u0bx24778494,Peoria International Airport (PIA)
http://www.wikidata.org/entity/Q3274648,Gods Lake Narrows Airport,node1fltlpihhx95140802,Gods Lake Narrows Airport
http://www.wikidata.org/entity/Q3274683,Fulton County Airport,node1flvnjoe7x118228969,Fulton County Airport (Georgia) (Brown Field)
http://www.wikidata.org/entity/Q3274683,Fulton County Airport,node1fm28u3pcx15876292,Fulton County Airport (Georgia) (Brown Field)
http://www.wikidata.org/entity/Q3274728,Ramsar Airport,node1fm7rkq9ax55002053,Ramsar
http://www.wikidata.org/entity/Q3274732,George Downer Airport,node1fm28tps2x38256153,George Downer Airport
http://www.wikidata.org/entity/Q3274747,Hluhluwe Airport,node1fm28sa7mx41622090,Hluhluwe Airport
http://www.wikidata.org/entity/Q3274799,General Heriberto Jara International Airport,node1fm00g1bux34666711,Veracruz Airport (VER)
http://www.wikidata.org/entity/Q3274799,General Heriberto Jara International Airport,node1fm0j4mo4x46723610,General Heriberto Jara International Airport
http://www.wikidata.org/entity/Q3274848,Hokitika Airport,node1fm5jsotox13966259,Hokitika Airport
http://www.wikidata.org/entity/Q3274990,General Bernardo O'Higgins Airport,node1fltootgtx99438385,General Bernardo O'Higgins Airport
http://www.wikidata.org/entity/Q3275021,Hilton Head Airport,node1fltoot8cx42795077,Hilton Head Airport
http://www.wikidata.org/entity/Q3275038,Girua Airport,node1fltop454x100389679,Girua Airport
http://www.wikidata.org/entity/Q3275106,Gabriel Vargas Santos Airport,node1fltibmgrx37985366,Gabriel Vargas Santos Airport
http://www.wikidata.org/entity/Q3275106,Gabriel Vargas Santos Airport,node1fltibpiix47864800,Gabriel Vargas Santos Airport
http://www.wikidata.org/entity/Q3275106,Gabriel Vargas Santos Airport,node1fltlo0igx32626684,Gabriel Vargas Santos Airport
http://www.wikidata.org/entity/Q3275137,Gamètì/Rae Lakes Airport,node1fm00fiocx5713143,Gamètì/Rae Lakes Airport
http://www.wikidata.org/entity/Q3275144,Geraldton (Greenstone Regional) Airport,node1fltop5l6x90127598,Geraldton (Greenstone Regional) Airport
http://www.wikidata.org/entity/Q3275259,Garden City Regional Airport,node1fm28u1a4x41589380,Garden City
http://www.wikidata.org/entity/Q3275291,Gambell Airport,node1fm19d86nx64128547,Gambell
http://www.wikidata.org/entity/Q3275395,Hesler-Noble Field,node1fltlnqgex110701131,Hesler-Noble Field
http://www.wikidata.org/entity/Q3275395,Hesler-Noble Field,node1fm7c5m9mx58861207,Hesler-Noble Field
http://www.wikidata.org/entity/Q3275452,Gastonia Municipal Airport,node1flvnjj3gx45817706,Gastonia Mun
http://www.wikidata.org/entity/Q3275504,Gillespie Field,node1fltloh79x48062632,Gillespie Field
http://www.wikidata.org/entity/Q3275504,Gillespie Field,node1fm00fb9bx83842162,Gillespie Field
http://www.wikidata.org/entity/Q3275527,Chingozi Airport,node1fm28u4nhx20268978,Chingozi Airport
http://www.wikidata.org/entity/Q3275535,Golden Triangle Regional Airport,node1fm28skmpx54011364,Golden Triangle Regl
http://www.wikidata.org/entity/Q3275547,Futuna Airport,node1fm28shnrx10688264,Futuna Airport
http://www.wikidata.org/entity/Q3275554,Galegu Airport,node1fm28shfdx18127861,Galegu Airport
http://www.wikidata.org/entity/Q3275605,Hickory Regional Airport,node1fltlp8eux16624597,Hickory Regional Airport
http://www.wikidata.org/entity/Q3275613,Gisborne Airport,node1fm7rkvcvx63104973,Gisborne
http://www.wikidata.org/entity/Q3275622,Garfield County Regional Airport,node1fm28v2isx24627970,Garfield County Regional Airport
http://www.wikidata.org/entity/Q3275707,Geilo Airport,node1flu99up2x67710847,Dagali Airport
http://www.wikidata.org/entity/Q3275758,Friedman Memorial Airport,node1fm7rl5u6x5145610,Friedman Memorial Airport
http://www.wikidata.org/entity/Q3275769,Garner Field,node1fm28u2enx16925458,Garner Field
http://www.wikidata.org/entity/Q3275806,Fulton County Airport,node1fm28u8lhx42108505,Fulton County Airport
http://www.wikidata.org/entity/Q3275961,Rebun Airport,node1fm5jsi15x10276232,Rebun Airport
http://www.wikidata.org/entity/Q3276007,Gjoa Haven Airport,node1flvnjaavx23461317,Gjoa Haven Airport
