id,title,author
Q59195525,The Left Hand of Creation: The Origin and Evolution of the Expanding Universe,John David Barrow
Q59195946,Le Livre genevois sous l'Ancien Régime,Georges Bonnant
Q59199858,"J'étais un homme pressé : AVC, un grand patron témoigne",Christian Streiff
Q5920624,Howard Phillips Lovecraft: Dreamer on the Nightside,Frank Belknap Long
Q592078,The Bourne Identity,Robert Ludlum
Q59208766,Kuwait of the Sustainability,Abdullah Al-Salloum
Q59212095,A letter to His Excellency the Prince of Talleyrand-Perigord on the subject of the slave trade,Charles-Maurice de Talleyrand-Périgord
Q59212095,A letter to His Excellency the Prince of Talleyrand-Perigord on the subject of the slave trade,William Wilberforce
Q5921251,Howard Who?,Howard Waldrop
Q59216437,Sadhara Jesang No Salo,Chunilal Madia
Q59219298,Kamau Dikro,Chunilal Madia
Q59221061,Tre søstre,Sigrid Undset
Q5922194,Howl and Other Poems,Allen Ginsberg
Q5923155,Iter Hispanicum,Pehr Löfling
Q59238261,Plenitude: The New Economics of True Wealth,Juliet Schor
Q5923857,Hrolf Kraki's Saga,Poul Anderson
Q59239409,Informatique quantique : de la physique quantique à la programmation quantique en Q#,Benoît Prieur
Q59241940,Kolobok,Alexander Afanasyev
Q59243928,"Discurso sobre os fidalgos, e soldados portugueses nao militarem em conquistas alheas desta Coroa",João Pinto Ribeiro
Q59244458,"Collecção de memorias relativas às vidas dos pintores e escultores , architetos, e gravadores portuguezes",Cirilo Volkmar Machado
Q5925764,Transport Phenomena,Robert Byron Bird
Q5925764,Transport Phenomena,Edwin N. Lightfoot
Q5926266,Huashu,Qiao Tan
Q5927086,Hubert's Hair-Raising Adventure,Bill Peet
Q59274604,HTTP/3 Explained,Daniel Stenberg
Q59274697,HTTP/2 Explained,Daniel Stenberg
Q59275763,Jean-Luc Godard's Political Filmmaking,Irmgard Emmelhainz
Q59276037,The Practice of Cardiac Catheterisation,David Mendel
Q59282368,Deep South,Christophe Arleston
Q59282368,Deep South,Alessandro Barbucci
Q59285767,Het gezin Van Paemel,Cyriel Buysse
Q59292561,The Eugene Register-Guard: A Citizen of Its Community,Warren C. Price
Q59304824,Unto Us a Son Is Given,Donna Leon
Q59308954,The Flame Bearer,Bernard Cornwell
Q5931108,al-Risala al-Qushayriyyh,Abd al-Karīm ibn Hawāzin Qushayri
Q5931302,Adornment of the Pious,Muhammad Baqir Majlisi
Q59313602,Kavijivan,Navalram Pandya
Q59313689,Historia Etiopii,Andrzej Bartnicki
Q59313689,Historia Etiopii,Joanna Mantel-Niećko
Q59314437,"Conquest, Anarchy, and Lordship: Yorkshire, 1066–1154",Paul Dalton
Q59314712,Etapper. Ny række,Sigrid Undset
Q59315327,The English Peasantry and the Growth of Lordship,Rosamond Faith
Q593182,Why I Want to Fuck Ronald Reagan,J. G. Ballard
Q593182,Why I Want to Fuck Ronald Reagan,James Graham Ballard
Q59319726,The Unknown American Revolution,Gary B. Nash
Q59329932,Life and adventures in the Taiga,Vladimir Arsenyev
Q59341513,Anleitung zum Gebrauch…,Bertolt Brecht
Q59342679,Return to Titan,Stephen Baxter
Q5934338,Hugo Pepper,Paul Stewart
Q59346741,Gramsci Is Dead,Richard J. F. Day
Q5934995,Huijian Xinmo,Liang Yusheng
Q59352695,The place-names of Cheshire. Part I,John McNeal Dodgson
Q59352773,The place-names of Cheshire. Part III,John McNeal Dodgson
Q5936015,Hull Zero Three,Greg Bear
Q5936072,Hullabaloo in the Guava Orchard,Kiran Desai
Q59362940,1994,Adlène Meddi
Q5936484,Hum Dekhenge,Faiz Ahmad Faiz
Q5936807,Human?,Judith Merril
Q5936978,Human Capital Supply Chain,Tim Giehll
Q5936988,Human Chain,Seamus Heaney
Q5937080,"Human Ecology, Human Economy",Clive Hamilton
Q5937232,Human Is,Philip K. Dick
Q5937279,Human Nature,Paul Cornell
Q5937318,Human Punk,John King
Q5937553,Human Smoke,Nicholson Baker
Q5937647,Human Traces,Sebastian Faulks
Q5937669,Human Universals,Donald Brown
Q5938006,Muntakhab-ut-Tawarikh,`Abd al-Qadir Bada'uni
Q59384214,"The Southern Strategy: Britain's Conquest of South Carolina and Georgia, 1775–1780",David K. Wilson
Q59386199,Paradoxes of Liberal Democracy,Paul Sniderman
Q59390773,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins
Q59391021,Dictionary of Belgian Women,Eliane Gubin
Q59391021,Dictionary of Belgian Women,Marie-Sylvie Dupont-Bouchat
Q59392363,The Mystery of Capital - Why Capitalism Triumphs in the West and Fails Everywhere Else,Hernando de Soto
Q59393064,Pratiques de l'édition numérique,Marcello Vitali-Rosati
Q59393064,Pratiques de l'édition numérique,Michaël Eberle Sinatra
Q5939607,Practical Demonkeeping,Christopher Moore
Q59396938,Burn,Suzanne Wright
Q59397088,Blaze,Suzanne Wright
Q59397231,Ashes,Suzanne Wright
Q59397364,Embers,Suzanne Wright
Q5939960,Amid dictionary,Hasan Amid
Q5939972,The Negro,W. E. B. Du Bois
Q5939972,The Negro,W.E.B. Du Bois
Q59402701,Washington's General: Nathanael Greene and the Triumph of the American Revolution,Terry Golway
Q59405003,Birds of Village and Field: a bird book for beginners,Florence Augusta Merriam Bailey
Q59405301,A profitable instruction of the perfite ordering of Bees,Thomas Hill
Q5940641,Hume and the Problem of Causation,Alexander Rosenberg
Q5940641,Hume and the Problem of Causation,Tom Beauchamp
Q59407091,Know Your New Zealand Birds,Lynnette Moon
Q5940919,The Forgotten Kings,Ahmad Kasravi
Q59410164,New Zealand Frogs and Reptiles,Anthony Whitaker
Q59410164,New Zealand Frogs and Reptiles,Brian Gill
Q594139,The Purchase of the North Pole,Jules Verne
Q5941443,Baba Nazar,Mostafa Rahimi
Q59415532,Field Guide to New Zealand's Native Trees,John Wyndham Dawson
Q59415532,Field Guide to New Zealand's Native Trees,Rob Lucas
Q59418433,Forced Founders,Woody Holton
Q5941860,Humsafar,Farhat Ishtiaq
Q59420225,The First American Revolution,Ray Raphael
Q59420235,Malerische Reise in Brasilien,Johann Moritz Rugendas
Q59420426,Rerum per Octennivm in Brasilia,Caspar Barlaeus
Q59420467,Tropical Sketches from Brazil,Harro Harring
Q59421593,P is for Pterodactyl,Raj Haldar
Q5942178,Hundred-Dollar Baby,Robert B. Parker
Q59422041,Angela and the Baby Jesus,Frank McCourt
Q59429995,Security and the War on Terror,Alex J. Bellamy
Q5943244,Hunger's Rogues,Jacques Sandulescu
Q5943258,Hunger,Jackie Kessler
Q5943428,Hungry: A Mother and Daughter Fight Anorexia,Lisa Himmel
Q5943428,Hungry: A Mother and Daughter Fight Anorexia,Sheila Himmel
Q5943479,Hungry Ghosts: Mao's Secret Famine,Jasper Becker
Q5943499,Hungry Hearts,Anzia Yezierska
Q5943502,Hungry Hill,Daphne du Maurier
Q5943719,Seven Sessions,Rumi
Q59440550,Collins Field Guide to the New Zealand Seashore,Sally Carson
Q59440550,Collins Field Guide to the New Zealand Seashore,Rod Morris
Q5944218,Hunter,James Byron Huggins
Q5944642,Hunter in the Dark,Monica Hughes
Q5944792,Hunters of the Dusk,Darren Shan
Q5944860,Najm ol-Thaghib,Mirza Husain Noori Tabarsi
Q5944891,Hunting Badger,Tony Hillerman
Q5944899,Hunting Eichmann,Neal Bascomb
Q5944955,"Hunting The Shadows: The Selected Stories of Tanith Lee, Volume Two",Tanith Lee
Q59452031,Nos étoiles ont filé,Anne-Marie Revol
Q59454164,Commentary on Job,Philippus Presbyter
Q5945557,Huntingtower,John Buchan
Q59457683,The Nazis next door : how America became a safe haven for Hitler's men,Eric Lichtblau
Q5945871,José Trigo,Fernando del Paso Morante
Q5945936,Piano Bar,Farhad Jafari
Q5946058,Huojuvat Keulat,Aaro Hellaakoski
Q59465736,L'ironie de l'évolution,Thomas C. Durand
Q5946675,"Journal de Botanique, Appliquée à l'Agriculture, à la Pharmacie, à la Médecine et aux Arts",Nicaise Auguste Desvaux
Q5946811,Joy,Daniel Chavarria
Q59481400,Ça raconte Sarah,Pauline Delabroy-Allard
Q5948455,Hurry Down Sunshine,Michael Greenberg
Q59491349,Not my last journey,Asael Lubotzky
Q5949159,Hush: An Irish Princess' Tale,Donna Jo Napoli
Q5949387,Husky Football in the Don James Era,Derek Johnson
Q5949476,Checkmate,Jostein Gaarder
Q5949656,Hussar's Picture Book,Pál Kelemen
Q5949682,Baháʼísm,Ahmad Kasravi
Q59509,Falconer,John Cheever
Q59510592,Echinodermes: Ophiurides,Gustave Cherbonnier
Q59510592,Echinodermes: Ophiurides,Alain Guille
Q595128,Going Postal,Terry Pratchett
Q5951314,Juan Martín el Empecinado,Benito Pérez Galdós
Q5951613,Golestan-e Honar,Ahmad Monshi Ghomi
Q59524771,AI Superpowers,Kai-Fu Lee
Q59525821,American Prison,Shane Bauer
Q5953434,Shiʿism,Ahmad Kasravi
Q5953629,Juan de la Rosa,Nataniel Aguirre
Q59537236,The Thing Itself,Adam Roberts
Q59539332,New Zealand Seaweeds: An Illustrated Guide,Wendy Nelson
Q59539778,Prodigious Birds: Moas and Moa-Hunting in New Zealand,Atholl Anderson
Q595442,Sonnet 29,William Shakespeare
Q5954572,"Hydriotaphia, Urn Burial",Thomas Browne
Q59552913,Masters of Rome,Robert Fabbri
Q5955741,Hyenas: a Hap and Leonard Novella,Joe R. Lansdale
Q59557964,The Ukraine,Artem Chapeye
Q5956510,The Art of Avatar,Jon Landau
Q5956510,The Art of Avatar,James Cameron
Q5956510,The Art of Avatar,Peter Jackson
Q5956827,Jamiah kabirah Ziyarat,Ali al-Hadi
Q5957229,Al-Fakhri,Al-Karaji
Q5957677,Kakteen in Südamerika,Friedrich Ritter
Q5957685,Kaktus-ABC,Curt Backeberg
Q5957685,Kaktus-ABC,Frederik Marcus Knuth
Q59579782,A History of Mathematics,Florian Cajori
Q59581508,Destins : quatre poilus originaires de Collorgues dans la Grande Guerre (1914-1918),Claude Mazauric
Q59582308,Or Yakar,Moses ben Jacob Cordovero
Q59589032,"La campagna romana antica, medioevale e moderna",Giuseppe Tomassetti
Q5959001,KENACORT 40MG,Jorge Pimentel
Q59590029,Cornelius Krieghoff: The Habitant Farm,John Russell Harper
Q595934,Young Goodman Brown,Nathaniel Hawthorne
Q5959564,Don Quijote de la Mancha,Knister
Q5960014,Made in America,Bill Bryson
Q59602608,H Gynaika tis Zakynthos,Dionysios Solomos
Q596079,La ilustre fregona,Miguel de Cervantes
Q59609371,"Industry in the Landscape, 1700-1900",Marilyn Palmer
Q59609371,"Industry in the Landscape, 1700-1900",Peter Neaverson
Q59612390,Guide des vertébrés fossiles,Gérard de Beaumont
Q5961389,The Code of the Woosters,P. G. Wodehouse
Q5962404,The Trail of Blood,James Milton Carroll
Q5962689,Azari or the Ancient Language of Azerbaijan,Ahmad Kasravi
Q5963261,Hässelby,Johan Harstad
Q5963540,La Gatomaquia,Lope de Vega
Q59635724,Un piano en la oscuridad,Lucrecia Maldonado
Q5964029,La leyenda negra,Julián Juderías
Q59640654,A Letter on the Abolition of the Slave Trade,William Wilberforce
Q59641294,A Letter on the Abolition of the Slave Trade,William Wilberforce
Q59645492,Women of Distinction: Remarkable in Works and Invincible in Character,Lawson A. Scruggs
Q5964670,"Hölderlin's Hymn ""The Ister""",Martin Heidegger
Q5965040,"Hüvasti, kollane kass",Mati Unt
Q5965408,Hịch tướng sĩ,Tran Hung Dao
Q5965408,Hịch tướng sĩ,Trần Hưng Đạo
Q5965446,Tarzan,Edgar Rice Burroughs
Q5965658,La ajorca de oro,Gustavo Adolfo Bécquer
Q59656811,Women Strike for Peace: Traditional Motherhood and Radical Politics in the 1960s,Amy Swerdlow
Q5965750,asdsda,Julio Cortázar
Q5965811,I'll Get There. It Better be Worth the Trip,John Donovan
Q5965827,La batalla de los Arapiles,Benito Pérez Galdós
Q5965887,I'll Mature When I'm Dead,Dave Barry
Q5965921,I'll Never Get Out of This World Alive,Steve Earle
Q5965989,I'll Sleep When I'm Dead: The Dirty Life and Times of Warren Zevon,Crystal Zevon
Q5966022,I'll Take Manhattan,Judith Krantz
Q5966037,I'll Tell You a Secret,Anne Coleman
Q59660713,Saubhagya Sundari,Mulshankar Mulani
Q5966120,The Pond,Manuel Zeno Gandía
Q5966191,The City of Marvels,Eduardo Mendoza Garriga
Q59662125,Thomas Jefferson on Leadership: Executive Lessons from his Life and Letters,Coy Barefoot
Q5966217,I'm Down,Mishna Wolff
Q5966237,I'm Feeling Lucky,Douglas Edwards
Q5966331,Episodios Nacionales: La corte de Carlos IV,Benito Pérez Galdós
Q5966335,La corza blanca,Gustavo Adolfo Bécquer
Q5966363,The Fourth Dimension,Charles Howard Hinton
Q5966452,The Spendthrifts,Benito Pérez Galdós
Q5966479,La destrucción o el amor,Vicente Aleixandre
Q5966484,I'm Losing You,Bruce Wagner
Q5966535,The Ecology of Freedom,Murray Bookchin
Q5966565,La escena contemporánea,José Carlos Mariátegui
Q5966637,I'm Not Who You Think I Am,Peg Kehret
Q5966660,I'm OK – You're OK,Thomas Anthony Harris
Q5966919,La hija de la noche,Laura Gallego García
Q5966926,I'm a Born Liar,Damian Pettigrew
Q5966926,I'm a Born Liar,Tullio Kezich
Q5966926,I'm a Born Liar,Federico Fellini
Q5967036,The Childhood of a Leader,Jean-Paul Sartre
Q5967133,I'm the King of the Castle,Susan Hill
Q5967164,I'm with the Band,Pamela Des Barres
Q5967170,The double flame: love and eroticism,Octavio Paz
Q5967198,La loca de la casa,Benito Pérez Galdós
Q5967200,The crazy bag,Eslava Jorge
Q5967389,"I, Alex Cross",James Patterson
Q5967417,La muerte como efecto secundario,Ana María Shua
Q5967425,"I, Jedi",Michael A. Stackpole
Q5967429,The Death of Honorio,Miguel Otero Silva
Q5967444,"I, Lucifer",Glen Duncan
Q5967452,"I, Me, Mine",George Harrison
Q5967469,"I, Sniper",Stephen Hunter
Q5967472,"I, Tina",Kurt Loder
Q5967477,La muralla,Joaquín Calvo Sotelo
Q5967482,"I, etcetera",Susan Sontag
Q5967498,"I, the Supreme",Augusto Roa Bastos
Q5967628,I-Juca-Pirama,Gonçalves Dias
Q5967680,The Religion,Tim Willocks
Q5967698,The Other Woman,Roberto Ampuero
Q59677265,Content,Cory Doctorow
Q59677274,Context,Cory Doctorow
Q5967740,La papallona,Narcís Oller
Q5967869,The Question in Their Eyes,Eduardo Sacheri
Q5967936,The Door in the Wall,H. G. Wells
Q5967963,PIPI,Fernando Soto Aparicio
Q5968002,King's Test,Margaret Weis
Q5968164,The Grinning Ghoul,Robert Bloch
Q5968166,La sonrisa etrusca,José Luis Sampedro
Q5968182,The supremacy of Uruguay,E. B. White
Q5968231,La tesis de Nancy,Ramón J. Sender
Q5968310,The Truce,Mario Benedetti
Q5968401,La vereda del destino,Horacio López
Q5968455,The Seeress of Prevorst,Justinus Kerner
Q5968494,The Will of the Wanderer,Margaret Weis
Q5968494,The Will of the Wanderer,Tracy Hickman
Q59688489,Zoboa,Martin Caidin
Q59688601,With Cause Enough?,S. Fowler Wright
Q59689155,Proofs of God in Early Modern Europe: An Anthology,Lloyd Strickland
Q59690732,The innovator's dilemma : the revolutionary book that will change the way you do business,Clayton Christensen
Q59690732,The innovator's dilemma : the revolutionary book that will change the way you do business,Clayton M. Christensen
Q59690734,The innovative university,Clayton Christensen
Q59690734,The innovative university,Clayton M. Christensen
Q5969222,My Utmost for His Highest,Oswald Chambers
Q59693438,Essays in idleness,Agnes Repplier
Q59693915,Points of view,Agnes Repplier
Q5969891,ICon,Jeffrey S. Young
Q5969891,ICon,William L. Simon
Q5970304,Las Catilinarias,Juan Montalvo
Q5970975,The wire girls...,Jordi Sierra i Fabra
Q5971016,Las cruces sobre el agua,Joaquín Gallegos Lara
Q5971173,Man After Man,Dougal Dixon
Q5971332,Las tormentas del 48,Benito Pérez Galdós
Q59715789,"Beredeneerde catalogus van eene, by uitstek fraaye en weergaalooze verzameling, zoo van inlandsche als uitheemsche vogelen, viervoetige en gekorvene dieren",Pieter van Os
Q5972088,Le Palme della Nuova Caledonia,Odoardo Beccari
Q5972291,Math Girls,Hiroshi Yūki
Q5973686,Les Cactées,Charles Antoine Lemaire
Q5973686,Les Cactées,Charles Lemaire
Q59737522,Evidence-Based Guide to Therapeutic Physical Agent,Alain-Yvan Bélanger
Q5973873,Meg and Mog,Helen Nicoll
Q5973948,Letters from Burma,Aung San Suu Kyi
Q5974971,Libro de los gatos,Odo of Cheriton
Q5975708,iWoz,Gina Smith
Q5975708,iWoz,Steve Wozniak
Q5975875,"""I Am"": Eucharistic Meditations on the Gospel",Concep
Q5975913,I Am America (And So Can You!),Stephen Colbert
Q5975913,I Am America (And So Can You!),Glenn Eichler
Q5975913,I Am America (And So Can You!),Allison Silverman
Q5975913,I Am America (And So Can You!),Eric Drysdale
Q5975913,I Am America (And So Can You!),Laura Krafft
Q5975913,I Am America (And So Can You!),Paul Dinello
Q5975913,I Am America (And So Can You!),Peter Grosz
Q5975913,I Am America (And So Can You!),Peter Gwinn
Q5975913,I Am America (And So Can You!),Rich Dahm
Q5975940,I Am Charlotte Simmons,Tom Wolfe
Q5976000,I Am Mary Dunne,Brian Moore
Q5976020,I Am Not Spock,Leonard Nimoy
Q5976032,I Am Not a Serial Killer,Dan Wells
Q5976045,I Am Rembrandt's Daughter,Lynn Cullen
Q5976093,I Am That,Nisargadatta Maharaj
Q5976119,I Am Wings,Ralph Fletcher
Q5976130,I Am a Barbarian,Edgar Rice Burroughs
Q5976134,I Am a Fugitive from a Georgia Chain Gang!,Robert Elliott Burns
Q5976159,I Am a Werewolf Cub,Gunnel Linde
Q5976170,I Am an Impure Thinker,Eugen Rosenstock-Huessy
Q5976210,I Am the New Black,Tracy Morgan el feo
Q5976210,I Am the New Black,Tracy Morgan
Q5976524,I Can Blink,Frank Asch
Q5976571,I Can Lick 30 Tigers Today! and Other Stories,Dr. Seuss
Q5976752,I Curse the River of Time,Per Petterson
Q59768164,Explanatory notes of a pack of Cavalier playing cards,Edmund Marsden Goldsmid
Q5976876,I Don't Care About Your Band,Julie Klausner
Q5976940,"I Don't Mean to be Rude, But...",Simon Cowell
Q59769664,"Ein Händler ""entarteter Kunst"": Bernhard A. Böhmer und sein Nachlass",Meike Hoffmann
Q5977010,I Don't Want To Blow You Up!,Ricardo Cortés
Q5977102,I Feel Bad About My Neck,Nora Ephron
Q5977203,I Funny,James Patterson
Q59772653,Schweizersagen aus dem Aargau,Ernst Ludwig Rochholz
Q59772657,Schwizer Schnabelweid,Traugott Vogel
Q5977331,"I Got a ""D"" in Salami",Henry Winkler
Q5977331,"I Got a ""D"" in Salami",Lin Oliver
Q5977433,I Had Seen Castles,Cynthia Rylant
Q5977485,I Hate Myself and Want to Die,Tom Reynolds
Q59775238,Gu Yin,Du Ben
Q5977640,I Hope Like Heck,Sarah Palin
Q5977839,I Know This Much Is True,Wally Lamb
Q5977907,I Left My Sneakers in Dimension X,Bruce Coville
Q59779144,A Rill from the Town Pump,Nathaniel Hawthorne
Q59779149,David Swan; a fantasy,Nathaniel Hawthorne
Q5978024,I Lost It at the Movies,Pauline Kael
Q5978046,I Love Bacon!,Jayne Rockmill
Q5978046,I Love Bacon!,Ben Fink
Q5978344,I Loved Tiberius,Elisabeth Dored
Q5978412,I Married Wyatt Earp,Glenn Boyer
Q5978426,I May Be Wrong but I Doubt It,Charles Barkley
Q5978426,I May Be Wrong but I Doubt It,Michael Wilbon
Q59785114,Den store Troldspejlsbog,Jakob Stegelmann
Q59785541,Fathers of Men,Ernest William Hornung
Q5978808,"Lope de Aguirre, Prince of Freedom",Miguel Otero Silva
Q5978852,I Saw Poland Betrayed,Arthur Bliss Lane
Q5979152,I Think I'll Just Curl Up and Die!,Rosie Rushton
Q5979292,I Walked with Heroes,Carlos P. Romulo
Q5979550,I Want a Dog,Dayal Kaur Khalsa
Q5979590,I Want to Go Home,Gordon Korman
Q5979672,I Was Told There'd Be Cake,Sloane Crosley
Q5979741,I Who Have Never Known Men,Jacqueline Harpman
Q5979829,I Will Repay,Emma Orczy
Q5979916,I Wish That I Had Duck Feet,Dr. Seuss
Q5979985,The Mystery of Dr. Fu-Manchu,Sax Rohmer
Q5980089,I am a Dalek,Gareth Roberts
Q5980098,I am the Great Horse,Katherine Roberts
Q5980174,I Kill,Giorgio Faletti
Q5980189,Los Pichichirris,Rodolfo Enrique Fogwill
Q5980217,I riddarnas spår,Margit Sandemo
Q5980319,Iacocca: An Autobiography,Lee Iacocca
Q5980587,Gli anni difficili,Almudena Grandes
Q5980640,The Years of the City,Frederik Pohl
Q5980693,The Hunters,Elman Service
Q5980710,Episodios Nacionales: Los cien mil hijos de san Luis,Benito Pérez Galdós
Q5980809,The Twelve Tasks of Flavia Gemina,Caroline Lawrence
Q5980883,Nombre,Julio Ramón Ribeyro
Q5980905,The Blind Sunflowers,Alberto Méndez
Q5981034,The Children,Edith Wharton
Q5981056,Los objetos nos llaman,Juan José Millás
Q5981100,The Hungry Dogs,Ciro Alegría
Q5981109,The Pirates of Pompeii,Caroline Lawrence
Q5981118,Los placeres prohibidos,Luis Cernuda
Q5981146,Los raros,Rubén Dario
Q5981149,Los relámpagos de agosto,Jorge Ibargüengoitia
Q5981201,Woes of the True Policeman,Roberto Bolaño
Q5981279,The Capitan's Verses,Pablo Neruda
Q5981436,Loudon's Hortus Britannicus,John Claudius Loudon
Q598171,Poem of Pentaur,Pentaur
Q5981724,Ian Hamilton's March,Winston Churchill
Q59820507,Abol Tabol,Sukumar Ray
Q59821367,Directory of the Railway Companies of Great Britain,Donald J. Grant
Q59821532,The Life and Times of A.D. Blumlein,Russell Burns
Q59835147,La literatura en un tuit,Laura Borràs
Q59835152,Clàssics moderns,Laura Borràs
Q59835175,Dos amants com nosaltres,Laura Borràs
Q59835193,Per què llegir els clàssics avui,Laura Borràs
Q5984043,Ibid: A Life,Mark Dunn
Q5984821,Luna De Enfrente,Jorge Luis Borges
Q5984823,Luna de Lobos,Julio Llamazares
Q59849590,Icones rerum naturalium ou figures enluminées d'histoire naturelle du nord,Peter Ascanius
Q5984979,Lux Aeterna,Javier Negrete
Q59851108,Architecture Now! Vol. 8,Philip Jodidio
Q5985167,Ice,Shane Johnson
Q5985191,Lyrics: 1962 - 2001,Bob Dylan
Q5985231,Ice Claw,David Gilman
Q5985487,Ice in the Bedroom,P. G. Wodehouse
Q5985549,Iceberg,David Banks
Q5985578,Icebones,Stephen Baxter
Q5985585,Icebound,Dean Koontz
Q5985632,Icefire,Chris d'Lacey
Q5985957,Icerigger,Alan Dean Foster
Q5985962,Iceworld,Hal Clement
Q5986646,Icon of Evil,David G. Dalin
Q5986646,Icon of Evil,Alan Dershowitz
Q5986646,Icon of Evil,John Rothmann
Q5986840,Icy Sparks,Gwyn Hyman Rubio
Q59874363,Dronningens Vagtmester,Carit Etlar
Q59874774,Being a Boy,Charles Dudley Warner
Q5988073,Ideas Have Consequences,Richard M. Weaver
Q5988093,Ideas on the Nature of Science,David Cayley
Q5988184,Identical,Ellen Hopkins
Q5988246,"Identity, Migration and the New Security Agenda in Europe",Barry Buzan
Q5988246,"Identity, Migration and the New Security Agenda in Europe",Pierre Lemaitre
Q5989515,Maese Pérez el organista,Gustavo Adolfo Bécquer
Q5989905,Idyll VI,Theocritus
Q5989908,Idyll XI,Theocritus
Q59902331,Cajal's Degeneration and Regeneration of the Nervous System,Santiago Ramon y Cajal
Q5990299,"If Democrats Had Any Brains, They'd Be Republicans",Ann Coulter
Q5990320,If He Hollers Let Him Go,Chester Himes
Q59904277,CRC World Dictionary of Plant Names,Umberto Quattrocchi
Q5990449,If I Had One Wish,Jackie French Koller
Q5990490,If I Never Get Back,Darryl Brock
Q5990545,If I Were You,L. Ron Hubbard
Q5990569,If Israel Lost the War,Edward Klein
Q5990569,If Israel Lost the War,Robert Littell
Q5990586,If It Had Happened Otherwise,J. C. Squire
Q5990631,If Morning Ever Comes,Anne Tyler
Q5990673,If Only,Geri Halliwell
Q5990679,If Rock & Roll Were a Machine,Terry Davis
Q5990717,If There Be Thorns,V. C. Andrews
Q5990781,If We Dream Too Long,Goh Poh Seng
Q5990803,If Women Counted,Marilyn Waring
Q5990823,"If You're Reading This, It's Too Late",Pseudonymous Bosch
Q5990877,If You Could See Me Now,Peter Straub
Q5990916,Mamita Yunai,Carlos Luis Fallas
Q5990951,If You Liked School You'll Love Work,Irvine Welsh
Q5991201,Ifigenia,Teresa de la fachas
Q59913857,The golden age of Dutch and Flemish painting: the Edward and Sally Speelman Collection,"Museum of Fine Arts, Houston"
Q59913857,The golden age of Dutch and Flemish painting: the Edward and Sally Speelman Collection,Mauritshuis
Q59913857,The golden age of Dutch and Flemish painting: the Edward and Sally Speelman Collection,Arthur K. Wheelock Jr.
Q5991665,Iggie's House,Judy Blume
Q59918020,"History of the Girondists, or Personal memoirs of the patriots of the French Revolution, from unpublished sources",Alphonse de Lamartine
Q59919155,Kaalo Boropher Pratibeshee,Moyukh Chowdhury
Q5991958,Mantissa Plantarum,Carl Linnaeus
Q5991960,Mantissa Plantarum Altera,Carl Linnaeus
Q5992006,Manual of Carreño,Manuel Antonio Carreño
Q5992014,Manual of the Botany of the Region of San Francisco Bay,Edward Lee Greene
Q5992726,Ignatius His Conclave,John Donne
Q5992967,Ignited Minds,A. P. J. Abdul Kalam
Q599327,Ludzie bezdomni,Stefan Żeromski
Q5995012,Kadının Adı Yok,Duygu Asena
Q5996620,Il Puttino,Alessandro Salvio
Q59982147,"Generations of Exclusion: Mexican Americans, Assimilation, and Race",Edward Telles
Q5998360,Marinero en tierra,Rafael Alberti Merollo
Q5998360,Marinero en tierra,Rafael Alberti
Q5998533,Ilkeät sisarpuolet,Kaari Utrio
Q5998660,Ill Met by Moonlight,W. Stanley Moss
Q5998861,Illegal Alien,Mike Tucker
Q5998865,Illegal Alien,Robert J. Sawyer
Q5998872,Illegal Aliens,Phil Foglio
Q5998872,Illegal Aliens,Nick Pollotta
Q5998890,Illegal Citizens,Afdhere Jama
Q5999191,Mariona Rebull,Ignacio Agustí Peypoch
Q6000479,Illusion and Reality,Christopher Caudwell
Q6000507,Illusions,Aprilynne Pike
Q6001788,Im Dienst des Diktators,Dardan Gashi
Q6001797,Im Haarknoten wohnt eine Dame,Herta Müller
Q60020019,Objektorientierte Programmierung mit JavaScript. Direktstart für Einsteiger,Jörg Bewersdorff
Q6002253,Image of the Beast,Philip José Farmer
Q6002462,Imaginary Homelands,Salman Rushdie
Q6002591,Imagination Dead Imagine,Samuel Beckett
Q6002648,Imagine: How Creativity Works,Jonah Lehrer
Q6002815,Imagines,Philostratus of Lemnos
Q60028706,Mémoire d’Hutchinson,Michel Kister
Q6002881,Imaginings of Sand,André Brink
Q6002883,Imagining the Balkans,Maria Todorova
Q6002885,Imagining Numbers,Barry Mazur
Q6002888,Imaginotions; Truthless Tales,Tudor Jenks
Q60029075,Une enfance entre Guerre et Paix,Richard Sartène
Q60029172,Schelling : une philosophie en devenir,Xavier Tilliette
Q60029405,Diversity,Philomena Essed
Q6003412,Imaro,Charles R. Saunders
Q60036405,Shakedown,Terrance Dicks
Q6004170,Imitation of Life,Fannie Hurst
Q6004563,Immanuel's Veins,Ted Dekker
Q600461,White Nights,Fyodor Dostoyevsky
Q6004743,Immaterial,Rob Hood
Q60050628,Im Strom der freien Concurrenz,Reinhard Hillebrand
Q60050675,Introduction to mathematical thought,Edward Stabler
Q60051906,A History of the Town and Parish of Nantwich,J. Hall
Q60052252,The Buildings of England: Cheshire,Clare Hartwell
Q60052252,The Buildings of England: Cheshire,Edward Hubbard
Q60052252,The Buildings of England: Cheshire,Matthew Hyde
Q60052252,The Buildings of England: Cheshire,Nikolaus Pevsner
Q60052626,The Origins of Cheshire,Nick Higham
Q60053057,Anglo-Saxon Military Institutions,C. Warren Hollister
Q6005315,Immortal,Nancy Holder
Q60053224,"Colonial England, 1066-1215",J. C. Holt
